41,41,41,41,41,41,41,41,6,25,41,41,0,82,60,21,21,21,21,22,41,41,41,20,61,62,11,11,11,22,41,41,41,41,41,20,62,11,11,12,41,13,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,15,41,41,41,10,11,12,41,41,41,41,41,41,41,41,41,41,20,21,21,22,41,41,41,41,33,34,35,20,62,11,12,41,13,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,15,41,41,0,82,60,22,41,41,41,33,34,34,34,34,34,34,35,41,41,41,41,41,41,41,43,44,45,41,10,11,12,41,23,24,24,24,24,24,24,24,24,41,41
41,41,41,41,41,41,41,41,15,41,41,10,11,12,41,41,41,41,43,44,44,44,44,44,44,45,41,41,41,41,41,41,41,53,54,55,41,10,11,12,41,41,41,13,13,13,13,13,13,13,13,13
41,41,41,41,41,41,41,41,15,41,41,20,21,22,41,41,41,41,53,54,54,54,31,32,44,45,41,14,3,4,4,5,41,41,41,41,41,10,11,12,41,41,0,1,1,1,1,1,1,1,1,1
41,41,41,41,41,41,41,41,15,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,44,45,41,3,28,41,6,25,41,41,41,41,41,10,11,80,2,41,10,101,11,11,11,11,11,11,11,11
41,41,41,41,41,41,41,41,15,41,41,41,41,41,41,0,1,1,2,41,41,41,41,43,44,45,41,13,14,6,25,41,41,41,41,41,0,82,11,11,80,81,82,101,11,11,11,11,11,11,11,11
41,41,41,41,41,41,41,41,15,41,41,41,41,41,41,72,11,11,11,2,41,41,41,53,54,55,41,13,14,15,41,41,41,41,41,0,11,11,11,11,11,11,93,94,94,94,94,94,94,94,111,111
41,41,41,41,41,41,41,41,15,41,41,41,41,41,41,72,11,11,11,11,2,41,41,41,41,41,41,23,24,25,41,41,41,41,41,72,11,11,11,11,11,11,102,11,11,13,13,13,13,13,13,13
41,41,41,41,41,41,41,41,15,41,41,41,41,41,41,20,62,11,11,11,12,41,2,41,41,41,41,41,41,41,41,41,41,41,41,72,11,11,11,11,11,11,102,11,11,11,11,11,11,11,11,11
41,41,41,41,41,41,41,41,15,41,41,41,33,34,35,41,72,11,11,11,80,2,41,41,41,41,41,41,41,41,41,41,0,1,1,82,11,11,11,11,11,11,102,11,11,11,11,11,11,11,11,11
41,41,41,41,41,41,41,41,15,41,41,41,43,44,45,41,72,11,11,11,11,80,1,1,2,41,41,41,0,1,1,1,82,11,11,11,11,11,11,11,11,11,102,11,11,11,11,11,11,11,11,11
41,41,41,41,41,41,41,41,15,41,41,41,53,54,55,41,72,11,11,11,11,11,11,11,80,81,1,1,82,11,11,11,11,11,11,11,11,11,11,11,11,11,102,11,11,11,11,11,11,11,11,11
41,41,41,41,41,41,41,41,15,41,41,41,41,41,41,0,82,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,101,11,11,11,11,11,102,11,11,11,11,11,11,11,11,11
41,41,41,41,41,41,41,41,15,41,41,41,41,41,41,72,11,11,11,11,11,11,11,11,11,90,91,92,11,11,11,11,11,11,11,101,101,11,11,11,11,11,102,11,101,11,11,11,11,11,11,11
41,41,41,41,41,41,41,16,25,41,41,41,41,41,0,82,11,11,11,11,11,11,11,11,11,100,101,102,11,11,11,11,11,101,101,101,11,11,11,11,11,11,102,11,101,11,11,11,11,11,11,11
24,24,24,24,24,24,24,25,41,41,0,1,1,1,82,11,11,11,11,11,11,11,11,11,11,110,111,112,11,11,101,101,101,101,11,11,11,11,11,11,93,94,112,101,101,11,11,11,11,11,11,11
1,1,1,1,1,1,1,1,1,1,82,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,101,101,101,101,101,11,11,11,11,11,11,11,93,94,112,11,11,11,11,11,11,11,11,11,11,11
94,94,94,94,94,94,94,94,95,11,11,11,11,11,11,11,11,11,11,11,11,11,101,101,101,101,101,11,11,11,11,11,11,11,11,11,93,94,112,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,100,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,93,94,94,94,112,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,110,95,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,93,111,111,112,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,110,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,112,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,101,101,101,101,101,101,101,101,101,101,101,101,101,101,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,101,101,101,101,101,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
